"URL","HTTP","Раздел","Роль","Полезность_для_SEO","Приоритет","Готовность_не_ИКС","Вывод","Запросы","Базовая_частотность_не_суммировать","Статус_спроса","Sitemap","Входящие","Входящие_контент","Битые_ссылки","Ближайший_текст","Сходство","Основной_URL_кандидат","Действия","Визуальная_проверка","Источник"
"https://zakazminivena.ru/terms","200","Доверие и сервис","Доверие","Косвенная: доверие","P3","100","Нужна для доверия; оценка содержания не подтверждает подлинность опубликованных отзывов, кейсов и обещаний.","","","Не требуется отдельный SEO-кластер","true","307","0","","","0","","","Отдельно не просмотрен","evidence/pages/1e8f2bd8c56fc3a4.json"
"https://zakazminivena.ru/fleet","200","Автопарк","Расширение","Средняя / второй этап","P2","100","Каталог полезен как навигационный узел; приоритет — выбор и связи, а не увеличение объёма текста.","минивэн с багажом","","Гипотеза — проверить","true","166","166","","/fleet/hyundai-staria","0.006","","Подтвердить фото, оснащение и пассажиры+багаж у исполнителей; выбрать город и дату.","Отдельно не просмотрен","evidence/pages/9c449c6670ccc9cc.json"
"https://zakazminivena.ru/drivers","200","Доверие и сервис","Доверие","Косвенная: доверие","P3","100","Нужна для доверия; оценка содержания не подтверждает подлинность опубликованных отзывов, кейсов и обещаний.","","","Не требуется отдельный SEO-кластер","true","1","1","","","0","","","Отдельно не просмотрен","evidence/pages/f1a4f05869c590ae.json"
"https://zakazminivena.ru/services/airport","200","Услуги","Расширение","Средняя / второй этап","P2","82","Страница «Трансфер в аэропорт на минивэне 7 мест» требует привязки к самостоятельной задаче и доступной услуге.","Трансфер в аэропорт на минивэне 7 мест","","Гипотеза — проверить","true","307","3","","/services/children","0.055","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки. | Показать цену за автомобиль либо объяснить состав расчёта и этап подтверждения.","Отдельно не просмотрен","evidence/pages/26e0561f8007f938.json"
"https://zakazminivena.ru/services/children","200","Услуги","Расширение","Средняя / второй этап","P2","82","Страница «Детские перевозки на минивэне — с детским креслом» требует привязки к самостоятельной задаче и доступной услуге.","минивэн детское кресло | минивэн с коляской","","Гипотеза — проверить","true","307","0","","/services/group-transfer","0.063","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки. | Показать цену за автомобиль либо объяснить состав расчёта и этап подтверждения.","Просмотрен начальный мобильный экран этого URL","evidence/pages/c64c0d01bf4f2da2.json"
"https://zakazminivena.ru/services/group-transfer","200","Услуги","Расширение","Средняя / второй этап","P2","79","Страница «Групповой трансфер на минивэне» требует привязки к самостоятельной задаче и доступной услуге.","минивэн для группы","","Гипотеза — проверить","true","307","0","","/services/wedding","0.064","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки. | Показать цену за автомобиль либо объяснить состав расчёта и этап подтверждения.","Отдельно не просмотрен","evidence/pages/d1207cc373b0c6bf.json"
"https://zakazminivena.ru/services/wedding","200","Услуги","Расширение","Средняя / второй этап","P2","79","Страница «Минивэн на свадьбу — трансфер гостей» требует привязки к самостоятельной задаче и доступной услуге.","Минивэн на свадьбу — трансфер гостей","","Гипотеза — проверить","true","307","0","","/services/group-transfer","0.064","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки. | Показать цену за автомобиль либо объяснить состав расчёта и этап подтверждения.","Отдельно не просмотрен","evidence/pages/52ae6809c53738d9.json"
"https://zakazminivena.ru/yandex-taxi-minivan","200","Доверие и сервис","Поддержка","Косвенная: выбор услуги","P1","98","Справочный вход, не равный спросу на предзаказ. Нужна актуальная проверка утверждений о приложении по официальным региональным тарифам.","как заказать минивэн в яндекс такси","","Гипотеза — проверить","true","307","0","","","0","","Отделить ответ об ограничениях приложения от самостоятельного предложения ZM; предложить выбор группы и поездки без имитации Яндекс Go.","Просмотрен начальный мобильный экран этого URL","evidence/pages/182d115de587f897.json"
"https://zakazminivena.ru/compare","200","Сравнения","Поддержка","Косвенная: выбор услуги","P3","90","Каталог полезен как навигационный узел; приоритет — выбор и связи, а не увеличение объёма текста.","Минивэн vs другие виды транспорта","","Гипотеза — проверить","true","3","3","","/compare/miniven-vs-blablacar","0.01","","","Отдельно не просмотрен","evidence/pages/eb4599a08815daed.json"
"https://zakazminivena.ru/seasonal","200","Сезонность","Расширение","Средняя / второй этап","P2","90","Каталог полезен как навигационный узел; приоритет — выбор и связи, а не увеличение объёма текста.","","","Гипотеза — проверить","true","3","3","","/seasonal/noviy-god","0.015","","","Отдельно не просмотрен","evidence/pages/76b00e2b548ab29e.json"
"https://zakazminivena.ru/airport","200","Аэропорты","Ядро-кандидат","Высокая потенциальная","P1","92","Каталог содержит 16 аэропортов, но H1 и title обещают 14. Это конкретное несоответствие данных.","","","Гипотеза — проверить","true","90","90","","/airport/aer","0.003","","Проверить актуальные рейсы, точки встречи и фактическую доступность подачи перед рекламой. | Выводить число аэропортов из реестра; дать поиск по городу/IATA и показывать доступность услуги.","Отдельно не просмотрен","evidence/pages/415a89e19099c47b.json"
"https://zakazminivena.ru/destination","200","Направления","Расширение","Средняя / второй этап","P2","92","Каталог полезен как навигационный узел; приоритет — выбор и связи, а не увеличение объёма текста.","минивэн с лыжами","","Гипотеза — проверить","true","48","48","","","0","","","Отдельно не просмотрен","evidence/pages/fce58b93a57df0ee.json"
"https://zakazminivena.ru/service","200","Сценарии","Ядро-кандидат","Высокая потенциальная","P2","92","Каталог полезен как навигационный узел; приоритет — выбор и связи, а не увеличение объёма текста.","","","Гипотеза — проверить","true","11","11","","/service/hourly","0.145","","","Отдельно не просмотрен","evidence/pages/6dedcdcf1aae1d07.json"
"https://zakazminivena.ru/partnership","200","Доверие и сервис","Доверие","Косвенная: доверие","P3","93","Нужна для доверия; оценка содержания не подтверждает подлинность опубликованных отзывов, кейсов и обещаний.","","","Не требуется отдельный SEO-кластер","true","0","0","","","0","","Добавить релевантные доступные ссылки из каталога и связанных страниц.","Отдельно не просмотрен","evidence/pages/a663fe7531c2ab6d.json"
"https://zakazminivena.ru/payment","200","Доверие и сервис","Доверие","Косвенная: доверие","P3","87","Нужна для доверия; оценка содержания не подтверждает подлинность опубликованных отзывов, кейсов и обещаний.","","","Не требуется отдельный SEO-кластер","true","0","0","","","0","","Добавить релевантные доступные ссылки из каталога и связанных страниц.","Отдельно не просмотрен","evidence/pages/2cf32b9c2f07a8af.json"
"https://zakazminivena.ru/documents","200","Доверие и сервис","Доверие","Косвенная: доверие","P3","92","Нужна для доверия; оценка содержания не подтверждает подлинность опубликованных отзывов, кейсов и обещаний.","","","Не требуется отдельный SEO-кластер","true","1","1","","","0","","","Отдельно не просмотрен","evidence/pages/9a82caea013fb671.json"
"https://zakazminivena.ru/contacts","200","Доверие и сервис","Доверие","Косвенная: доверие","P3","96","Нужна для доверия; оценка содержания не подтверждает подлинность опубликованных отзывов, кейсов и обещаний.","+7 918 587 5454","","Не требуется отдельный SEO-кластер","true","1","1","","","0","","","Отдельно не просмотрен","evidence/pages/a80e8251d99aa0bc.json"
"https://zakazminivena.ru/faq","200","Доверие и сервис","Поддержка","Косвенная: выбор услуги","P3","87","Страница «Частые вопросы» требует привязки к самостоятельной задаче и доступной услуге.","Частые вопросы","","Гипотеза — проверить","true","0","0","","","0","","Добавить релевантные доступные ссылки из каталога и связанных страниц.","Отдельно не просмотрен","evidence/pages/e238a6d9ecb8827e.json"
"https://zakazminivena.ru/reviews","200","Доверие и сервис","Доверие","Косвенная: доверие","P1","81","На странице видны четыре отзыва. Подлинность и согласия не подтверждались; число не доказывает ложность общего рейтинга.","zakazminivena.ru отзывы","","Не требуется отдельный SEO-кластер","true","0","0","","","0","","Добавить релевантные доступные ссылки из каталога и связанных страниц. | Добавить проверяемый источник и связь отзыва с поездкой; согласовать агрегированные числа со всеми страницами.","Просмотрен начальный мобильный экран этого URL","evidence/pages/7a6bc63d0c8c9f75.json"
"https://zakazminivena.ru/seasonal/noviy-god","200","Сезонность","Расширение","Средняя / второй этап","P2","88","Страница «Минивэн на Новый год и зимние каникулы» требует привязки к самостоятельной задаче и доступной услуге.","минивэн новый год","","Гипотеза — проверить","true","1","1","","/seasonal/letniy-otpusk","0.048","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Просмотрен начальный мобильный экран этого URL","evidence/pages/7d71a3dd8c7e7aa4.json"
"https://zakazminivena.ru/seasonal/svadebnyy-sezon","200","Сезонность","Расширение","Средняя / второй этап","P2","85","Страница «Свадебный сезон — минивэн для гостей и молодожёнов» требует привязки к самостоятельной задаче и доступной услуге.","Свадебный сезон — минивэн для гостей и молодожёнов","","Гипотеза — проверить","true","1","1","","/seasonal/noviy-god","0.034","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/21ac41c2b05afb7d.json"
"https://zakazminivena.ru/seasonal/letniy-otpusk","200","Сезонность","Расширение","Средняя / второй этап","P2","88","Страница «Летний отпуск и море — минивэн на курорт» требует привязки к самостоятельной задаче и доступной услуге.","минивэн на море","","Гипотеза — проверить","true","1","1","","/seasonal/noviy-god","0.048","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/5ffbdbce36803915.json"
"https://zakazminivena.ru/routes/adler-roza-khutor","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Адлер → Роза Хутор, 45 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн адлер роза хутор | такси минивэн Адлер Роза Хутор | заказать минивэн Адлер Роза Хутор | адлер роза хутор трансфер","2","Измерена базовая фраза","true","307","4","","/routes/simferopol-evpatoriya","0.568","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/75fbc578c90bc5e7.json"
"https://zakazminivena.ru/routes/sochi-krasnaya-polyana","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Сочи → Красная Поляна, 70 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн сочи красная поляна | такси минивэн Сочи Красная Поляна | заказать минивэн Сочи Красная Поляна","8","Измерена базовая фраза","true","5","5","","/routes/simferopol-evpatoriya","0.533","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/f451521b896b7d6f.json"
"https://zakazminivena.ru/routes/simferopol-yalta","200","Межгород","Расширение","Средняя / второй этап","P2","83","Полезная маршрутная посадочная Симферополь → Ялта, 82 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн симферополь ялта | такси минивэн Симферополь Ялта | заказать минивэн Симферополь Ялта","1","Измерена базовая фраза","true","5","5","","/routes/simferopol-sevastopol","0.603","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/d11fb4852235d1cb.json"
"https://zakazminivena.ru/routes/simferopol-alushta","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Симферополь → Алушта, 60 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн симферополь алушта | такси минивэн Симферополь Алушта | заказать минивэн Симферополь Алушта","","Гипотеза — проверить","true","3","3","","/routes/simferopol-evpatoriya","0.596","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/905c286bcbc2bd75.json"
"https://zakazminivena.ru/routes/simferopol-evpatoriya","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Симферополь → Евпатория, 65 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн симферополь евпатория | такси минивэн Симферополь Евпатория | заказать минивэн Симферополь Евпатория","","Гипотеза — проверить","true","3","3","","/routes/simferopol-alushta","0.596","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/16a9ab173e0a35fa.json"
"https://zakazminivena.ru/routes/simferopol-feodosiya","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Симферополь → Феодосия, 115 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн симферополь феодосия | такси минивэн Симферополь Феодосия | заказать минивэн Симферополь Феодосия","","Гипотеза — проверить","true","3","3","","/routes/simferopol-evpatoriya","0.554","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/f108fa3f774416a3.json"
"https://zakazminivena.ru/routes/simferopol-sudak","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Симферополь → Судак, 100 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн симферополь судак | такси минивэн Симферополь Судак | заказать минивэн Симферополь Судак","","Гипотеза — проверить","true","3","3","","/routes/simferopol-sevastopol","0.549","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/783d5109b12a69a1.json"
"https://zakazminivena.ru/routes/simferopol-sevastopol","200","Межгород","Расширение","Средняя / второй этап","P2","83","Полезная маршрутная посадочная Симферополь → Севастополь, 80 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн симферополь севастополь | такси минивэн Симферополь Севастополь | заказать минивэн Симферополь Севастополь","2","Измерена базовая фраза","true","3","3","","/routes/simferopol-yalta","0.603","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/39042f236d636938.json"
"https://zakazminivena.ru/routes/krasnodar-sochi","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Краснодар → Сочи, 320 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар сочи | такси минивэн Краснодар Сочи | заказать минивэн Краснодар Сочи","4","Измерена базовая фраза","true","12","12","","/routes/krasnodar-simferopol","0.539","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/620d4124b5bc037b.json"
"https://zakazminivena.ru/routes/krasnodar-adler","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Краснодар → Адлер, 350 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар адлер | такси минивэн Краснодар Адлер | заказать минивэн Краснодар Адлер","","Гипотеза — проверить","true","5","5","","/routes/rostov-adler","0.555","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/acaed8062af3533c.json"
"https://zakazminivena.ru/routes/krasnodar-simferopol","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Краснодар → Симферополь, 440 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар симферополь | такси минивэн Краснодар Симферополь | заказать минивэн Краснодар Симферополь | аренда авто из краснодара в симферополь","11","Измерена базовая фраза","true","307","4","","/routes/krasnodar-sochi","0.539","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/48cf249e322633f3.json"
"https://zakazminivena.ru/routes/krasnodar-anapa","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","83","Полезная маршрутная посадочная Краснодар → Анапа, 165 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар анапа | такси минивэн Краснодар Анапа | заказать минивэн Краснодар Анапа","44","Измерена базовая фраза","true","4","4","","/routes/krasnodar-novorossiysk","0.643","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/c13de71fd37b2376.json"
"https://zakazminivena.ru/routes/krasnodar-gelendzhik","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Краснодар → Геленджик, 200 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар геленджик | такси минивэн Краснодар Геленджик | заказать минивэн Краснодар Геленджик","26","Измерена базовая фраза","true","4","4","","/routes/krasnodar-novorossiysk","0.553","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/4f6536b9e05850b3.json"
"https://zakazminivena.ru/routes/krasnodar-novorossiysk","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","83","Полезная маршрутная посадочная Краснодар → Новороссийск, 165 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар новороссийск | такси минивэн Краснодар Новороссийск | заказать минивэн Краснодар Новороссийск","16","Измерена базовая фраза","true","3","3","","/routes/krasnodar-anapa","0.643","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/b4849df0f3b04a68.json"
"https://zakazminivena.ru/routes/krasnodar-yalta","200","Межгород","Ядро-кандидат","Высокая потенциальная","P2","88","Полезная маршрутная посадочная Краснодар → Ялта, 500 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн краснодар ялта | такси минивэн Краснодар Ялта | заказать минивэн Краснодар Ялта","6","Измерена базовая фраза","true","2","2","","/routes/krasnodar-gelendzhik","0.54","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/a57a201cc52150d9.json"
"https://zakazminivena.ru/routes/rostov-krasnodar","200","Межгород","Ядро-кандидат","Высокая потенциальная","P1","88","Полезная маршрутная посадочная Ростов → Краснодар, 275 км. Соответствует приоритету средней дальности. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн ростов краснодар | такси минивэн Ростов Краснодар | заказать минивэн Ростов Краснодар | минивэн в краснодар из ростова","36","Измерена базовая фраза","true","11","11","","/routes/rostov-adler","0.539","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/a00b1f9c59827e89.json"
"https://zakazminivena.ru/routes/rostov-sochi","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Ростов → Сочи, 550 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн ростов сочи | такси минивэн Ростов Сочи | заказать минивэн Ростов Сочи | такси минивэн ростов сочи","6","Измерена базовая фраза","true","5","5","","/routes/rostov-adler","0.554","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/fcebe7cd37bd6972.json"
"https://zakazminivena.ru/routes/rostov-adler","200","Межгород","Расширение","Средняя / второй этап","P2","88","Полезная маршрутная посадочная Ростов → Адлер, 570 км. За пределами выбранной средней дальности либо локальный трансфер. Есть описание и цена, но нет встроенной формы в основном HTML.","минивэн ростов адлер | такси минивэн Ростов Адлер | заказать минивэн Ростов Адлер","","Гипотеза — проверить","true","4","4","","/routes/krasnodar-adler","0.555","","Дать встроенный подбор/форму или явный переход с сохранением параметров поездки. | Добавить интерактивный выбор числа и размера вещей с подтверждением компоновки.","Отдельно не просмотрен","evidence/pages/dee42d8828d0e258.json"
